model,accuracy,precision_weighted,recall_weighted,f1_weighted,f1_macro,roc_auc_weighted_ovr,high_precision,high_recall,high_f1,param_C,param_class_weight,param_solver,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators
random_forest,0.8796169630642955,0.8799138288103012,0.8796169630642955,0.8791385371834797,0.8800523265133066,0.9697242696975633,0.841025641025641,0.9010989010989011,0.870026525198939,,balanced,,,log2,2.0,8.0,600.0
random_forest,0.8809849521203831,0.8811837974341682,0.8809849521203831,0.880894883191944,0.880007049886272,0.9702951623003758,0.8786127167630058,0.8351648351648352,0.856338028169014,,,,10.0,sqrt,2.0,2.0,400.0
random_forest,0.8809849521203831,0.8811837974341682,0.8809849521203831,0.880894883191944,0.880007049886272,0.9702951623003758,0.8786127167630058,0.8351648351648352,0.856338028169014,,,,10.0,sqrt,2.0,4.0,400.0
random_forest,0.8809849521203831,0.8811837974341682,0.8809849521203831,0.880894883191944,0.880007049886272,0.9702951623003758,0.8786127167630058,0.8351648351648352,0.856338028169014,,,,10.0,log2,2.0,2.0,400.0
random_forest,0.8809849521203831,0.8811837974341682,0.8809849521203831,0.880894883191944,0.880007049886272,0.9702951623003758,0.8786127167630058,0.8351648351648352,0.856338028169014,,,,10.0,log2,2.0,4.0,400.0
random_forest,0.8796169630642955,0.8799320922066882,0.8796169630642955,0.8793473839943949,0.8799112316321328,0.9705901390692149,0.8402061855670103,0.8956043956043956,0.8670212765957447,,balanced,,10.0,sqrt,1.0,2.0,600.0
random_forest,0.8796169630642955,0.8799320922066882,0.8796169630642955,0.8793473839943949,0.8799112316321328,0.9705901390692149,0.8402061855670103,0.8956043956043956,0.8670212765957447,,balanced,,10.0,log2,1.0,2.0,600.0
random_forest,0.8796169630642955,0.8800778761286132,0.8796169630642955,0.8791925417801786,0.8798866546262379,0.9688342057221238,0.8367346938775511,0.9010989010989011,0.8677248677248677,,balanced,,20.0,sqrt,4.0,2.0,600.0
random_forest,0.8796169630642955,0.8800778761286132,0.8796169630642955,0.8791925417801786,0.8798866546262379,0.9688342057221238,0.8367346938775511,0.9010989010989011,0.8677248677248677,,balanced,,20.0,sqrt,4.0,4.0,600.0
random_forest,0.8796169630642955,0.8800778761286132,0.8796169630642955,0.8791925417801786,0.8798866546262379,0.9688342057221238,0.8367346938775511,0.9010989010989011,0.8677248677248677,,balanced,,20.0,sqrt,4.0,8.0,600.0
random_forest,0.8796169630642955,0.8800778761286132,0.8796169630642955,0.8791925417801786,0.8798866546262379,0.9688342057221238,0.8367346938775511,0.9010989010989011,0.8677248677248677,,balanced,,20.0,log2,4.0,2.0,600.0
random_forest,0.8796169630642955,0.8800778761286132,0.8796169630642955,0.8791925417801786,0.8798866546262379,0.9688342057221238,0.8367346938775511,0.9010989010989011,0.8677248677248677,,balanced,,20.0,log2,4.0,4.0,600.0
random_forest,0.8796169630642955,0.8800778761286132,0.8796169630642955,0.8791925417801786,0.8798866546262379,0.9688342057221238,0.8367346938775511,0.9010989010989011,0.8677248677248677,,balanced,,20.0,log2,4.0,8.0,600.0
random_forest,0.8809849521203831,0.8811394415667406,0.8809849521203831,0.8807880406121983,0.8798276453680111,0.9699038263674503,0.8830409356725146,0.8296703296703297,0.8555240793201133,,,,10.0,sqrt,1.0,4.0,200.0
random_forest,0.8809849521203831,0.8811394415667406,0.8809849521203831,0.8807880406121983,0.8798276453680111,0.9699038263674503,0.8830409356725146,0.8296703296703297,0.8555240793201133,,,,10.0,log2,1.0,4.0,200.0
random_forest,0.8796169630642955,0.8796780643300164,0.8796169630642955,0.879271466830939,0.8797712108833432,0.9715622742445422,0.84375,0.8901098901098901,0.8663101604278075,,balanced,,,sqrt,1.0,4.0,600.0
random_forest,0.8796169630642955,0.8796780643300164,0.8796169630642955,0.879271466830939,0.8797712108833432,0.9715622742445422,0.84375,0.8901098901098901,0.8663101604278075,,balanced,,,log2,1.0,4.0,600.0
random_forest,0.8796169630642955,0.8796780643300164,0.8796169630642955,0.879271466830939,0.8797712108833432,0.9707247231904863,0.84375,0.8901098901098901,0.8663101604278075,,balanced,,,sqrt,1.0,4.0,400.0
random_forest,0.8796169630642955,0.8796780643300164,0.8796169630642955,0.879271466830939,0.8797712108833432,0.9707247231904863,0.84375,0.8901098901098901,0.8663101604278075,,balanced,,,log2,1.0,4.0,400.0
random_forest,0.8796169630642955,0.8798233240079908,0.8796169630642955,0.8791177111341705,0.8797483872200322,0.9710375016313428,0.8402061855670103,0.8956043956043956,0.8670212765957447,,balanced,,,sqrt,1.0,8.0,600.0
random_forest,0.8796169630642955,0.8798233240079908,0.8796169630642955,0.8791177111341705,0.8797483872200322,0.9710375016313428,0.8402061855670103,0.8956043956043956,0.8670212765957447,,balanced,,,log2,1.0,8.0,600.0
random_forest,0.8796169630642955,0.8798233240079908,0.8796169630642955,0.8791177111341705,0.8797483872200322,0.9709525288862657,0.8402061855670103,0.8956043956043956,0.8670212765957447,,balanced,,20.0,sqrt,1.0,8.0,600.0
random_forest,0.8796169630642955,0.8798233240079908,0.8796169630642955,0.8791177111341705,0.8797483872200322,0.9709525288862657,0.8402061855670103,0.8956043956043956,0.8670212765957447,,balanced,,20.0,log2,1.0,8.0,600.0
random_forest,0.8796169630642955,0.8802262222818168,0.8796169630642955,0.8791322668539143,0.8796415449843215,0.9695861506255565,0.8324873096446701,0.9010989010989011,0.8654353562005277,,balanced,,10.0,sqrt,2.0,2.0,400.0
random_forest,0.8796169630642955,0.8802262222818168,0.8796169630642955,0.8791322668539143,0.8796415449843215,0.9695861506255565,0.8324873096446701,0.9010989010989011,0.8654353562005277,,balanced,,10.0,sqrt,2.0,4.0,400.0
random_forest,0.8796169630642955,0.8802262222818168,0.8796169630642955,0.8791322668539143,0.8796415449843215,0.9695861506255565,0.8324873096446701,0.9010989010989011,0.8654353562005277,,balanced,,10.0,log2,2.0,2.0,400.0
random_forest,0.8796169630642955,0.8802262222818168,0.8796169630642955,0.8791322668539143,0.8796415449843215,0.9695861506255565,0.8324873096446701,0.9010989010989011,0.8654353562005277,,balanced,,10.0,log2,2.0,4.0,400.0
random_forest,0.8796169630642955,0.8796658935430505,0.8796169630642955,0.8793575885898313,0.8795381991740037,0.972349821036277,0.8429319371727748,0.8846153846153846,0.8632707774798928,,balanced,,20.0,sqrt,1.0,2.0,600.0
random_forest,0.8796169630642955,0.8796658935430505,0.8796169630642955,0.8793575885898313,0.8795381991740037,0.972349821036277,0.8429319371727748,0.8846153846153846,0.8632707774798928,,balanced,,20.0,log2,1.0,2.0,600.0
random_forest,0.8796169630642955,0.8796658935430505,0.8796169630642955,0.8793575885898313,0.8795381991740037,0.9719536089373988,0.8429319371727748,0.8846153846153846,0.8632707774798928,,balanced,,20.0,sqrt,1.0,2.0,400.0
random_forest,0.8796169630642955,0.8796658935430505,0.8796169630642955,0.8793575885898313,0.8795381991740037,0.9719536089373988,0.8429319371727748,0.8846153846153846,0.8632707774798928,,balanced,,20.0,log2,1.0,2.0,400.0
random_forest,0.8796169630642955,0.8804169972559881,0.8796169630642955,0.8791949414404684,0.8794864766081871,0.9684826757801116,0.8282828282828283,0.9010989010989011,0.8631578947368421,,balanced,,,sqrt,4.0,2.0,400.0
random_forest,0.8796169630642955,0.8804169972559881,0.8796169630642955,0.8791949414404684,0.8794864766081871,0.9684826757801116,0.8282828282828283,0.9010989010989011,0.8631578947368421,,balanced,,,sqrt,4.0,4.0,400.0
random_forest,0.8796169630642955,0.8804169972559881,0.8796169630642955,0.8791949414404684,0.8794864766081871,0.9684826757801116,0.8282828282828283,0.9010989010989011,0.8631578947368421,,balanced,,,sqrt,4.0,8.0,400.0
random_forest,0.8796169630642955,0.8804169972559881,0.8796169630642955,0.8791949414404684,0.8794864766081871,0.9684826757801116,0.8282828282828283,0.9010989010989011,0.8631578947368421,,balanced,,,log2,4.0,2.0,400.0
random_forest,0.8796169630642955,0.8804169972559881,0.8796169630642955,0.8791949414404684,0.8794864766081871,0.9684826757801116,0.8282828282828283,0.9010989010989011,0.8631578947368421,,balanced,,,log2,4.0,4.0,400.0
random_forest,0.8796169630642955,0.8804169972559881,0.8796169630642955,0.8791949414404684,0.8794864766081871,0.9684826757801116,0.8282828282828283,0.9010989010989011,0.8631578947368421,,balanced,,,log2,4.0,8.0,400.0
random_forest,0.8796169630642955,0.8804169972559881,0.8796169630642955,0.8791949414404684,0.8794864766081871,0.9684826757801116,0.8282828282828283,0.9010989010989011,0.8631578947368421,,balanced,,20.0,sqrt,4.0,2.0,400.0
random_forest,0.8796169630642955,0.8804169972559881,0.8796169630642955,0.8791949414404684,0.8794864766081871,0.9684826757801116,0.8282828282828283,0.9010989010989011,0.8631578947368421,,balanced,,20.0,sqrt,4.0,4.0,400.0
random_forest,0.8796169630642955,0.8804169972559881,0.8796169630642955,0.8791949414404684,0.8794864766081871,0.9684826757801116,0.8282828282828283,0.9010989010989011,0.8631578947368421,,balanced,,20.0,sqrt,4.0,8.0,400.0
random_forest,0.8796169630642955,0.8804169972559881,0.8796169630642955,0.8791949414404684,0.8794864766081871,0.9684826757801116,0.8282828282828283,0.9010989010989011,0.8631578947368421,,balanced,,20.0,log2,4.0,2.0,400.0
random_forest,0.8796169630642955,0.8804169972559881,0.8796169630642955,0.8791949414404684,0.8794864766081871,0.9684826757801116,0.8282828282828283,0.9010989010989011,0.8631578947368421,,balanced,,20.0,log2,4.0,4.0,400.0
random_forest,0.8796169630642955,0.8804169972559881,0.8796169630642955,0.8791949414404684,0.8794864766081871,0.9684826757801116,0.8282828282828283,0.9010989010989011,0.8631578947368421,,balanced,,20.0,log2,4.0,8.0,400.0
random_forest,0.8796169630642955,0.8794400269797841,0.8796169630642955,0.8795170202824273,0.8788709378310741,0.9725502952395988,0.8611111111111112,0.8516483516483516,0.856353591160221,,,,,sqrt,1.0,2.0,400.0
random_forest,0.8796169630642955,0.8794400269797841,0.8796169630642955,0.8795170202824273,0.8788709378310741,0.9725502952395988,0.8611111111111112,0.8516483516483516,0.856353591160221,,,,,log2,1.0,2.0,400.0
random_forest,0.8796169630642955,0.8792596229592891,0.8796169630642955,0.8794080967540555,0.878793742404881,0.9728745233968867,0.8611111111111112,0.8516483516483516,0.856353591160221,,,,20.0,sqrt,1.0,4.0,600.0
random_forest,0.8796169630642955,0.8792596229592891,0.8796169630642955,0.8794080967540555,0.878793742404881,0.9728745233968867,0.8611111111111112,0.8516483516483516,0.856353591160221,,,,20.0,log2,1.0,4.0,600.0
random_forest,0.8782489740082079,0.8786607447613811,0.8782489740082079,0.8777499984320032,0.8786115252456236,0.9688366975054682,0.8367346938775511,0.9010989010989011,0.8677248677248677,,balanced,,,sqrt,4.0,2.0,600.0
random_forest,0.8782489740082079,0.8786607447613811,0.8782489740082079,0.8777499984320032,0.8786115252456236,0.9688366975054682,0.8367346938775511,0.9010989010989011,0.8677248677248677,,balanced,,,sqrt,4.0,4.0,600.0
random_forest,0.8782489740082079,0.8786607447613811,0.8782489740082079,0.8777499984320032,0.8786115252456236,0.9688366975054682,0.8367346938775511,0.9010989010989011,0.8677248677248677,,balanced,,,sqrt,4.0,8.0,600.0
random_forest,0.8782489740082079,0.8786607447613811,0.8782489740082079,0.8777499984320032,0.8786115252456236,0.9688366975054682,0.8367346938775511,0.9010989010989011,0.8677248677248677,,balanced,,,log2,4.0,2.0,600.0
random_forest,0.8782489740082079,0.8786607447613811,0.8782489740082079,0.8777499984320032,0.8786115252456236,0.9688366975054682,0.8367346938775511,0.9010989010989011,0.8677248677248677,,balanced,,,log2,4.0,4.0,600.0
random_forest,0.8782489740082079,0.8786607447613811,0.8782489740082079,0.8777499984320032,0.8786115252456236,0.9688366975054682,0.8367346938775511,0.9010989010989011,0.8677248677248677,,balanced,,,log2,4.0,8.0,600.0
random_forest,0.8782489740082079,0.8794030067446252,0.8782489740082079,0.8777131818281564,0.8785518302568908,0.9696171385415705,0.8258706467661692,0.9120879120879121,0.8668407310704961,,balanced,,10.0,sqrt,1.0,8.0,200.0
random_forest,0.8782489740082079,0.8794030067446252,0.8782489740082079,0.8777131818281564,0.8785518302568908,0.9696171385415705,0.8258706467661692,0.9120879120879121,0.8668407310704961,,balanced,,10.0,log2,1.0,8.0,200.0
random_forest,0.8782489740082079,0.8786695492150349,0.8782489740082079,0.8779657326724102,0.8784763575979734,0.970626765631709,0.8358974358974359,0.8956043956043956,0.8647214854111406,,balanced,,10.0,sqrt,1.0,2.0,400.0
random_forest,0.8782489740082079,0.8786695492150349,0.8782489740082079,0.8779657326724102,0.8784763575979734,0.970626765631709,0.8358974358974359,0.8956043956043956,0.8647214854111406,,balanced,,10.0,log2,1.0,2.0,400.0
random_forest,0.8796169630642955,0.879407461128049,0.8796169630642955,0.8794559611419039,0.8784086295629013,0.9729734739272288,0.864406779661017,0.8406593406593407,0.8523676880222841,,,,,sqrt,1.0,2.0,600.0
random_forest,0.8796169630642955,0.879407461128049,0.8796169630642955,0.8794559611419039,0.8784086295629013,0.9729734739272288,0.864406779661017,0.8406593406593407,0.8523676880222841,,,,,log2,1.0,2.0,600.0
random_forest,0.8782489740082079,0.8786011981939279,0.8782489740082079,0.8778488420201502,0.8783932910939986,0.9706652818432999,0.8358974358974359,0.8956043956043956,0.8647214854111406,,balanced,,20.0,sqrt,1.0,8.0,200.0
random_forest,0.8782489740082079,0.8786011981939279,0.8782489740082079,0.8778488420201502,0.8783932910939986,0.9706652818432999,0.8358974358974359,0.8956043956043956,0.8647214854111406,,balanced,,20.0,log2,1.0,8.0,200.0
random_forest,0.8782489740082079,0.8786011981939279,0.8782489740082079,0.8778488420201502,0.8783932910939986,0.9706544684438808,0.8358974358974359,0.8956043956043956,0.8647214854111406,,balanced,,,sqrt,1.0,8.0,200.0
random_forest,0.8782489740082079,0.8786011981939279,0.8782489740082079,0.8778488420201502,0.8783932910939986,0.9706544684438808,0.8358974358974359,0.8956043956043956,0.8647214854111406,,balanced,,,log2,1.0,8.0,200.0
random_forest,0.8782489740082079,0.8788160646333295,0.8782489740082079,0.8776862786634435,0.8783635441231272,0.9675926846991475,0.8324873096446701,0.9010989010989011,0.8654353562005277,,balanced,,10.0,sqrt,4.0,2.0,600.0
random_forest,0.8782489740082079,0.8788160646333295,0.8782489740082079,0.8776862786634435,0.8783635441231272,0.9675926846991475,0.8324873096446701,0.9010989010989011,0.8654353562005277,,balanced,,10.0,sqrt,4.0,4.0,600.0
random_forest,0.8782489740082079,0.8788160646333295,0.8782489740082079,0.8776862786634435,0.8783635441231272,0.9675926846991475,0.8324873096446701,0.9010989010989011,0.8654353562005277,,balanced,,10.0,sqrt,4.0,8.0,600.0
random_forest,0.8782489740082079,0.8788160646333295,0.8782489740082079,0.8776862786634435,0.8783635441231272,0.9675926846991475,0.8324873096446701,0.9010989010989011,0.8654353562005277,,balanced,,10.0,log2,4.0,2.0,600.0
random_forest,0.8782489740082079,0.8788160646333295,0.8782489740082079,0.8776862786634435,0.8783635441231272,0.9675926846991475,0.8324873096446701,0.9010989010989011,0.8654353562005277,,balanced,,10.0,log2,4.0,4.0,600.0
random_forest,0.8782489740082079,0.8788160646333295,0.8782489740082079,0.8776862786634435,0.8783635441231272,0.9675926846991475,0.8324873096446701,0.9010989010989011,0.8654353562005277,,balanced,,10.0,log2,4.0,8.0,600.0
random_forest,0.8782489740082079,0.8782317659523234,0.8782489740082079,0.8779221878905075,0.8782686423199874,0.9719422344877487,0.8429319371727748,0.8846153846153846,0.8632707774798928,,balanced,,,sqrt,1.0,2.0,400.0
random_forest,0.8782489740082079,0.8782317659523234,0.8782489740082079,0.8779221878905075,0.8782686423199874,0.9719422344877487,0.8429319371727748,0.8846153846153846,0.8632707774798928,,balanced,,,log2,1.0,2.0,400.0
random_forest,0.8796169630642955,0.8798435561507123,0.8796169630642955,0.8794020384763039,0.8782676788790919,0.9702616820618569,0.8823529411764706,0.8241758241758241,0.8522727272727273,,,,10.0,sqrt,1.0,4.0,400.0
random_forest,0.8796169630642955,0.8798435561507123,0.8796169630642955,0.8794020384763039,0.8782676788790919,0.9702616820618569,0.8823529411764706,0.8241758241758241,0.8522727272727273,,,,10.0,log2,1.0,4.0,400.0
random_forest,0.8782489740082079,0.8784997920653674,0.8782489740082079,0.877824698764409,0.8780848363983823,0.9708872119855539,0.8350515463917526,0.8901098901098901,0.8617021276595744,,balanced,,20.0,sqrt,2.0,2.0,400.0
random_forest,0.8782489740082079,0.8784997920653674,0.8782489740082079,0.877824698764409,0.8780848363983823,0.9708872119855539,0.8350515463917526,0.8901098901098901,0.8617021276595744,,balanced,,20.0,sqrt,2.0,4.0,400.0
random_forest,0.8782489740082079,0.8784997920653674,0.8782489740082079,0.877824698764409,0.8780848363983823,0.9708872119855539,0.8350515463917526,0.8901098901098901,0.8617021276595744,,balanced,,20.0,log2,2.0,2.0,400.0
random_forest,0.8782489740082079,0.8784997920653674,0.8782489740082079,0.877824698764409,0.8780848363983823,0.9708872119855539,0.8350515463917526,0.8901098901098901,0.8617021276595744,,balanced,,20.0,log2,2.0,4.0,400.0
random_forest,0.8782489740082079,0.8784997920653674,0.8782489740082079,0.877824698764409,0.8780848363983823,0.9708661643527335,0.8350515463917526,0.8901098901098901,0.8617021276595744,,balanced,,,sqrt,2.0,2.0,400.0
random_forest,0.8782489740082079,0.8784997920653674,0.8782489740082079,0.877824698764409,0.8780848363983823,0.9708661643527335,0.8350515463917526,0.8901098901098901,0.8617021276595744,,balanced,,,sqrt,2.0,4.0,400.0
random_forest,0.8782489740082079,0.8784997920653674,0.8782489740082079,0.877824698764409,0.8780848363983823,0.9708661643527335,0.8350515463917526,0.8901098901098901,0.8617021276595744,,balanced,,,log2,2.0,2.0,400.0
random_forest,0.8782489740082079,0.8784997920653674,0.8782489740082079,0.877824698764409,0.8780848363983823,0.9708661643527335,0.8350515463917526,0.8901098901098901,0.8617021276595744,,balanced,,,log2,2.0,4.0,400.0
random_forest,0.8782489740082079,0.8784997920653674,0.8782489740082079,0.877824698764409,0.8780848363983823,0.9707262416816174,0.8350515463917526,0.8901098901098901,0.8617021276595744,,balanced,,20.0,sqrt,2.0,2.0,600.0
random_forest,0.8782489740082079,0.8784997920653674,0.8782489740082079,0.877824698764409,0.8780848363983823,0.9707262416816174,0.8350515463917526,0.8901098901098901,0.8617021276595744,,balanced,,20.0,sqrt,2.0,4.0,600.0
random_forest,0.8782489740082079,0.8784997920653674,0.8782489740082079,0.877824698764409,0.8780848363983823,0.9707262416816174,0.8350515463917526,0.8901098901098901,0.8617021276595744,,balanced,,20.0,log2,2.0,2.0,600.0
random_forest,0.8782489740082079,0.8784997920653674,0.8782489740082079,0.877824698764409,0.8780848363983823,0.9707262416816174,0.8350515463917526,0.8901098901098901,0.8617021276595744,,balanced,,20.0,log2,2.0,4.0,600.0
random_forest,0.8782489740082079,0.8778499520241073,0.8782489740082079,0.8779631804339854,0.8776350640694778,0.9712138106151138,0.8700564971751412,0.8461538461538461,0.8579387186629527,,,,20.0,sqrt,1.0,8.0,400.0
random_forest,0.8782489740082079,0.8778499520241073,0.8782489740082079,0.8779631804339854,0.8776350640694778,0.9712138106151138,0.8700564971751412,0.8461538461538461,0.8579387186629527,,,,20.0,log2,1.0,8.0,400.0
random_forest,0.8782489740082079,0.8782466090417881,0.8782489740082079,0.8782114683484139,0.8775932288202156,0.9698595843810711,0.8651685393258427,0.8461538461538461,0.8555555555555555,,,,20.0,sqrt,2.0,8.0,200.0
random_forest,0.8782489740082079,0.8782466090417881,0.8782489740082079,0.8782114683484139,0.8775932288202156,0.9698595843810711,0.8651685393258427,0.8461538461538461,0.8555555555555555,,,,20.0,log2,2.0,8.0,200.0
random_forest,0.8782489740082079,0.8779389076926697,0.8782489740082079,0.8780025359906773,0.877343876811536,0.9713397652597664,0.8693181818181818,0.8406593406593407,0.8547486033519553,,,,,sqrt,1.0,8.0,400.0
random_forest,0.8782489740082079,0.8779389076926697,0.8782489740082079,0.8780025359906773,0.877343876811536,0.9713397652597664,0.8693181818181818,0.8406593406593407,0.8547486033519553,,,,,log2,1.0,8.0,400.0
random_forest,0.8782489740082079,0.8780868264208196,0.8782489740082079,0.8781472814458782,0.8773350478972284,0.972739925473111,0.8603351955307262,0.8461538461538461,0.853185595567867,,,,20.0,sqrt,1.0,2.0,400.0
random_forest,0.8782489740082079,0.8780868264208196,0.8782489740082079,0.8781472814458782,0.8773350478972284,0.972739925473111,0.8603351955307262,0.8461538461538461,0.853185595567867,,,,20.0,log2,1.0,2.0,400.0
random_forest,0.8782489740082079,0.8780868264208196,0.8782489740082079,0.8781472814458782,0.8773350478972284,0.9698708999544143,0.8603351955307262,0.8461538461538461,0.853185595567867,,,,,sqrt,2.0,8.0,200.0
random_forest,0.8782489740082079,0.8780868264208196,0.8782489740082079,0.8781472814458782,0.8773350478972284,0.9698708999544143,0.8603351955307262,0.8461538461538461,0.853185595567867,,,,,log2,2.0,8.0,200.0
random_forest,0.8782489740082079,0.8782562272441576,0.8782489740082079,0.8781098365040018,0.8773152357757016,0.9707888002381214,0.8735632183908046,0.8351648351648352,0.8539325842696629,,,,10.0,sqrt,1.0,2.0,600.0
random_forest,0.8782489740082079,0.8782562272441576,0.8782489740082079,0.8781098365040018,0.8773152357757016,0.9707888002381214,0.8735632183908046,0.8351648351648352,0.8539325842696629,,,,10.0,log2,1.0,2.0,600.0
random_forest,0.8782489740082079,0.8785885337917295,0.8782489740082079,0.8781305383799304,0.8768963844553084,0.9700071539630353,0.8771929824561403,0.8241758241758241,0.8498583569405099,,,,10.0,sqrt,2.0,2.0,200.0
random_forest,0.8782489740082079,0.8785885337917295,0.8782489740082079,0.8781305383799304,0.8768963844553084,0.9700071539630353,0.8771929824561403,0.8241758241758241,0.8498583569405099,,,,10.0,sqrt,2.0,4.0,200.0
random_forest,0.8782489740082079,0.8785885337917295,0.8782489740082079,0.8781305383799304,0.8768963844553084,0.9700071539630353,0.8771929824561403,0.8241758241758241,0.8498583569405099,,,,10.0,log2,2.0,2.0,200.0
random_forest,0.8782489740082079,0.8785885337917295,0.8782489740082079,0.8781305383799304,0.8768963844553084,0.9700071539630353,0.8771929824561403,0.8241758241758241,0.8498583569405099,,,,10.0,log2,2.0,4.0,200.0
random_forest,0.8782489740082079,0.8783471725141646,0.8782489740082079,0.8780254740185518,0.8768223766574451,0.9710490879709995,0.8771929824561403,0.8241758241758241,0.8498583569405099,,,,10.0,sqrt,1.0,8.0,600.0
random_forest,0.8782489740082079,0.8783471725141646,0.8782489740082079,0.8780254740185518,0.8768223766574451,0.9710490879709995,0.8771929824561403,0.8241758241758241,0.8498583569405099,,,,10.0,log2,1.0,8.0,600.0
random_forest,0.8768809849521204,0.8774949156597273,0.8768809849521204,0.8764024311728109,0.8767129393894195,0.967128703706245,0.8274111675126904,0.8956043956043956,0.8601583113456465,,balanced,,10.0,sqrt,4.0,2.0,400.0
random_forest,0.8768809849521204,0.8774949156597273,0.8768809849521204,0.8764024311728109,0.8767129393894195,0.967128703706245,0.8274111675126904,0.8956043956043956,0.8601583113456465,,balanced,,10.0,sqrt,4.0,4.0,400.0
random_forest,0.8768809849521204,0.8774949156597273,0.8768809849521204,0.8764024311728109,0.8767129393894195,0.967128703706245,0.8274111675126904,0.8956043956043956,0.8601583113456465,,balanced,,10.0,sqrt,4.0,8.0,400.0
random_forest,0.8768809849521204,0.8774949156597273,0.8768809849521204,0.8764024311728109,0.8767129393894195,0.967128703706245,0.8274111675126904,0.8956043956043956,0.8601583113456465,,balanced,,10.0,log2,4.0,2.0,400.0
random_forest,0.8768809849521204,0.8774949156597273,0.8768809849521204,0.8764024311728109,0.8767129393894195,0.967128703706245,0.8274111675126904,0.8956043956043956,0.8601583113456465,,balanced,,10.0,log2,4.0,4.0,400.0
random_forest,0.8768809849521204,0.8774949156597273,0.8768809849521204,0.8764024311728109,0.8767129393894195,0.967128703706245,0.8274111675126904,0.8956043956043956,0.8601583113456465,,balanced,,10.0,log2,4.0,8.0,400.0
random_forest,0.8768809849521204,0.8766775031409333,0.8768809849521204,0.876695910173848,0.8761676087749762,0.9707464037975247,0.8693181818181818,0.8406593406593407,0.8547486033519553,,,,20.0,sqrt,2.0,2.0,600.0
random_forest,0.8768809849521204,0.8766775031409333,0.8768809849521204,0.876695910173848,0.8761676087749762,0.9707464037975247,0.8693181818181818,0.8406593406593407,0.8547486033519553,,,,20.0,sqrt,2.0,4.0,600.0
random_forest,0.8768809849521204,0.8766775031409333,0.8768809849521204,0.876695910173848,0.8761676087749762,0.9707464037975247,0.8693181818181818,0.8406593406593407,0.8547486033519553,,,,20.0,log2,2.0,2.0,600.0
random_forest,0.8768809849521204,0.8766775031409333,0.8768809849521204,0.876695910173848,0.8761676087749762,0.9707464037975247,0.8693181818181818,0.8406593406593407,0.8547486033519553,,,,20.0,log2,2.0,4.0,600.0
random_forest,0.8768809849521204,0.8766775031409333,0.8768809849521204,0.876695910173848,0.8761676087749762,0.9706653860090743,0.8693181818181818,0.8406593406593407,0.8547486033519553,,,,,sqrt,2.0,8.0,400.0
random_forest,0.8768809849521204,0.8766775031409333,0.8768809849521204,0.876695910173848,0.8761676087749762,0.9706653860090743,0.8693181818181818,0.8406593406593407,0.8547486033519553,,,,,log2,2.0,8.0,400.0
random_forest,0.8768809849521204,0.8766775031409333,0.8768809849521204,0.876695910173848,0.8761676087749762,0.9706399463762704,0.8693181818181818,0.8406593406593407,0.8547486033519553,,,,20.0,sqrt,2.0,8.0,400.0
random_forest,0.8768809849521204,0.8766775031409333,0.8768809849521204,0.876695910173848,0.8761676087749762,0.9706399463762704,0.8693181818181818,0.8406593406593407,0.8547486033519553,,,,20.0,log2,2.0,8.0,400.0
random_forest,0.8768809849521204,0.8768028039456653,0.8768809849521204,0.8766993134611614,0.8760662275848371,0.96979876849856,0.8735632183908046,0.8351648351648352,0.8539325842696629,,,,10.0,sqrt,2.0,8.0,400.0
random_forest,0.8768809849521204,0.8768028039456653,0.8768809849521204,0.8766993134611614,0.8760662275848371,0.96979876849856,0.8735632183908046,0.8351648351648352,0.8539325842696629,,,,10.0,log2,2.0,8.0,400.0
random_forest,0.8768809849521204,0.8765081249024768,0.8768809849521204,0.8766227511776935,0.8759001862685484,0.9715780019824649,0.864406779661017,0.8406593406593407,0.8523676880222841,,,,20.0,sqrt,1.0,8.0,600.0
random_forest,0.8768809849521204,0.8765081249024768,0.8768809849521204,0.8766227511776935,0.8759001862685484,0.9715780019824649,0.864406779661017,0.8406593406593407,0.8523676880222841,,,,20.0,log2,1.0,8.0,600.0
random_forest,0.8768809849521204,0.8768019501734959,0.8768809849521204,0.8767332873151952,0.8758728065738541,0.9707012629230567,0.8685714285714285,0.8351648351648352,0.8515406162464986,,,,10.0,sqrt,2.0,2.0,600.0
random_forest,0.8768809849521204,0.8768019501734959,0.8768809849521204,0.8767332873151952,0.8758728065738541,0.9707012629230567,0.8685714285714285,0.8351648351648352,0.8515406162464986,,,,10.0,sqrt,2.0,4.0,600.0
random_forest,0.8768809849521204,0.8768019501734959,0.8768809849521204,0.8767332873151952,0.8758728065738541,0.9707012629230567,0.8685714285714285,0.8351648351648352,0.8515406162464986,,,,10.0,log2,2.0,2.0,600.0
random_forest,0.8768809849521204,0.8768019501734959,0.8768809849521204,0.8767332873151952,0.8758728065738541,0.9707012629230567,0.8685714285714285,0.8351648351648352,0.8515406162464986,,,,10.0,log2,2.0,4.0,600.0
random_forest,0.8768809849521204,0.8767392668357803,0.8768809849521204,0.8767751234778676,0.8757949125596184,0.9728883808415681,0.8595505617977528,0.8406593406593407,0.85,,,,20.0,sqrt,1.0,2.0,600.0
random_forest,0.8768809849521204,0.8767392668357803,0.8768809849521204,0.8767751234778676,0.8757949125596184,0.9728883808415681,0.8595505617977528,0.8406593406593407,0.85,,,,20.0,log2,1.0,2.0,600.0
